,Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
12,17-Jan-2018,10702.45,10803.0,10666.75,10788.55,260488465,14334.26
13,18-Jan-2018,10873.4,10887.5,10782.4,10817.0,321609375,17930.3
14,19-Jan-2018,10829.2,10906.85,10793.9,10894.7,214011963,11792.26
15,22-Jan-2018,10883.2,10975.1,10881.4,10966.2,238815813,14469.06
16,23-Jan-2018,10997.4,11092.9,10994.55,11083.7,293445774,16423.91
17,24-Jan-2018,11069.35,11110.1,11046.15,11086.0,292197072,16915.14
18,25-Jan-2018,11095.6,11095.6,11009.2,11069.65,340469462,19939.54
19,29-Jan-2018,11079.35,11171.55,11075.95,11130.4,249220726,16118.36
20,30-Jan-2018,11120.85,11121.1,11033.9,11049.65,234969503,13232.19
21,31-Jan-2018,11018.8,11058.5,10979.3,11027.7,253462573,14459.69
22,01-Feb-2018,11044.55,11117.35,10878.8,11016.9,315743486,17719.4
23,02-Feb-2018,10938.2,10954.95,10736.1,10760.6,291431992,16542.51
24,05-Feb-2018,10604.3,10702.75,10586.8,10666.55,247479157,13980.63
25,06-Feb-2018,10295.15,10594.15,10276.3,10498.25,274656443,15606.34
26,07-Feb-2018,10607.2,10614.0,10446.4,10476.7,258095424,13971.66
27,08-Feb-2018,10518.5,10637.8,10479.55,10576.85,239407938,12569.23
28,09-Feb-2018,10416.5,10480.2,10398.2,10454.95,197502912,10602.15
29,12-Feb-2018,10518.2,10555.5,10485.4,10539.75,224114801,11133.78
30,14-Feb-2018,10585.75,10590.55,10456.65,10500.9,236329440,12188.94
31,15-Feb-2018,10537.9,10618.1,10511.05,10545.5,217090245,11035.38
32,16-Feb-2018,10596.2,10612.9,10434.05,10452.3,190043189,10026.71
33,19-Feb-2018,10488.9,10489.35,10302.75,10378.4,193087737,9871.36
34,20-Feb-2018,10391.0,10429.35,10347.65,10360.4,193464871,9619.95
35,21-Feb-2018,10426.0,10426.1,10349.6,10397.45,241331542,12996.36
36,22-Feb-2018,10354.35,10397.55,10340.65,10382.7,323259078,17711.46
37,23-Feb-2018,10408.1,10499.1,10396.65,10491.05,217134363,12704.32
38,26-Feb-2018,10526.55,10592.95,10520.2,10582.6,177238616,10274.89
39,27-Feb-2018,10615.2,10631.65,10537.25,10554.3,193250158,10276.42
40,28-Feb-2018,10488.95,10535.5,10461.55,10492.85,294794221,16299.11
41,01-Mar-2018,10479.95,10525.5,10447.15,10458.35,181378504,10179.48
42,05-Mar-2018,10428.3,10428.7,10323.9,10358.85,199975720,10673.92
43,06-Mar-2018,10420.5,10441.35,10215.9,10249.25,229782297,12143.95
44,07-Mar-2018,10232.95,10243.35,10141.55,10154.2,257200599,12128.88
45,08-Mar-2018,10216.25,10270.35,10146.4,10242.65,233377712,11479.51
46,09-Mar-2018,10271.3,10296.7,10211.9,10226.85,192333334,9874.81
47,12-Mar-2018,10301.6,10433.65,10295.45,10421.4,223135459,10968.95
48,13-Mar-2018,10389.5,10478.6,10377.85,10426.85,274852794,23965.25
49,14-Mar-2018,10393.05,10420.35,10336.3,10410.9,186991169,9564.68
50,15-Mar-2018,10405.45,10420.0,10346.2,10360.15,179308593,8588.01
51,16-Mar-2018,10345.15,10346.3,10180.25,10195.15,338702439,18811.97
52,19-Mar-2018,10215.35,10224.55,10075.3,10094.25,216670033,11111.43
53,20-Mar-2018,10051.55,10155.65,10049.1,10124.35,209327593,10947.12
54,21-Mar-2018,10181.95,10227.3,10132.95,10155.25,211060429,11269.73
55,22-Mar-2018,10167.5,10207.85,10105.4,10114.75,237632983,11558.88
56,23-Mar-2018,9968.8,10027.7,9951.9,9998.05,294515154,14435.17
57,26-Mar-2018,9989.15,10143.5,9958.55,10130.65,270665332,12695.47
58,27-Mar-2018,10188.0,10207.9,10139.65,10184.15,232713976,11175.79
59,28-Mar-2018,10143.6,10158.35,10096.9,10113.7,354977198,18807.48
60,02-Apr-2018,10151.65,10220.1,10127.75,10211.8,223135459,10968.95
61,03-Apr-2018,10186.85,10255.35,10171.05,10245.0,211652029,10167.12
62,04-Apr-2018,10274.6,10279.85,10111.3,10128.4,238182921,11861.79
63,05-Apr-2018,10228.45,10331.8,10227.45,10325.15,244116235,11674.92
64,06-Apr-2018,10322.75,10350.45,10290.85,10331.6,206355691,10131.74
65,09-Apr-2018,10333.7,10397.7,10328.5,10379.35,228512954,10714.13
66,10-Apr-2018,10412.9,10424.85,10381.5,10402.25,259523888,11905.12
67,11-Apr-2018,10428.15,10428.15,10355.6,10417.15,258077363,11790.58
68,12-Apr-2018,10410.65,10469.9,10395.25,10458.65,246027888,12249.66
69,13-Apr-2018,10495.3,10519.9,10451.45,10480.6,219724716,12354.55
70,16-Apr-2018,10398.3,10540.15,10396.35,10528.35,200950876,11242.05
71,17-Apr-2018,10557.3,10560.45,10495.65,10548.7,212449535,10501.71
72,18-Apr-2018,10578.9,10594.2,10509.7,10526.2,211823044,9888.65
73,19-Apr-2018,10563.65,10572.2,10546.2,10565.3,270740891,12559.11
74,20-Apr-2018,10560.35,10582.35,10527.45,10564.05,252227268,15372.66
75,23-Apr-2018,10592.8,10638.35,10514.95,10584.7,200203196,13642.67
76,24-Apr-2018,10578.1,10636.8,10569.0,10614.35,225972673,12281.53
77,25-Apr-2018,10612.4,10612.6,10536.45,10570.55,195129613,11125.11
78,26-Apr-2018,10586.5,10628.4,10559.65,10617.8,345536167,19200.41
79,27-Apr-2018,10651.65,10719.8,10647.55,10692.3,306671172,16886.89
80,30-Apr-2018,10705.75,10759.0,10704.6,10739.35,179163468,10412.57
81,02-May-2018,10783.85,10784.65,10689.8,10718.05,236757172,14820.58
82,03-May-2018,10720.15,10720.6,10647.45,10679.65,190869804,11018.21
83,04-May-2018,10700.45,10700.45,10601.6,10618.25,192296041,9721.56
84,07-May-2018,10653.15,10725.65,10635.65,10715.5,173620240,9239.44
85,08-May-2018,10757.9,10758.55,10689.4,10717.8,278118616,12783.49
86,09-May-2018,10693.35,10766.25,10689.85,10741.7,222115640,10390.92
87,10-May-2018,10779.65,10785.55,10705.0,10716.55,197988475,10526.38
88,11-May-2018,10741.95,10812.05,10724.45,10806.5,209392114,10432.43
89,14-May-2018,10815.15,10834.85,10774.75,10806.6,176697512,9075.44
90,15-May-2018,10812.6,10929.2,10781.4,10801.85,262202312,13582.7
91,16-May-2018,10751.95,10790.45,10699.7,10741.1,238221884,11359.48
92,17-May-2018,10775.6,10777.25,10664.5,10682.7,220738923,12506.3
93,18-May-2018,10671.85,10674.95,10589.1,10596.4,229908939,13908.47
94,21-May-2018,10616.7,10621.7,10505.8,10516.7,197294184,11346.13
95,22-May-2018,10518.45,10558.6,10490.55,10536.7,249236637,12017.36
96,23-May-2018,10521.1,10533.55,10417.8,10430.35,299919120,13456.6
97,24-May-2018,10464.85,10535.15,10419.8,10513.85,306792497,12914.16
98,25-May-2018,10533.05,10628.05,10524.0,10605.15,268914888,12431.16
99,28-May-2018,10648.35,10709.8,10640.55,10688.65,239786001,11764.35
100,29-May-2018,10689.4,10717.25,10616.1,10633.3,232761575,11817.39
101,30-May-2018,10579.0,10648.7,10558.45,10614.35,246124259,12224.76
102,31-May-2018,10670.1,10763.8,10620.4,10736.15,629198569,29479.77
103,01-Jun-2018,10738.45,10764.75,10681.5,10696.2,227355567,12965.01
104,04-Jun-2018,10765.95,10770.3,10618.35,10628.5,210148313,14120.49
105,05-Jun-2018,10630.7,10633.15,10550.9,10593.15,172898027,10027.54
106,06-Jun-2018,10603.45,10698.35,10587.5,10684.65,195761429,9920.75
107,07-Jun-2018,10722.6,10818.0,10722.6,10768.35,227663151,11315.24
108,08-Jun-2018,10736.4,10779.45,10709.05,10767.65,215942528,12360.88
109,11-Jun-2018,10781.85,10850.55,10777.05,10786.95,217849903,11384.97
110,12-Jun-2018,10816.15,10856.55,10789.4,10842.85,204419184,11989.07
111,13-Jun-2018,10887.5,10893.25,10842.65,10856.7,220003032,12982.8
112,14-Jun-2018,10832.9,10833.7,10773.55,10808.05,190031664,11659.79
113,15-Jun-2018,10808.65,10834.0,10755.4,10817.7,314764425,19271.43
114,18-Jun-2018,10830.2,10830.2,10787.35,10799.85,202727202,11182.48
115,19-Jun-2018,10789.45,10789.45,10701.2,10710.45,231382790,12290.16
116,20-Jun-2018,10734.65,10781.8,10724.05,10772.05,199467082,10858.35
117,21-Jun-2018,10808.45,10809.6,10725.9,10741.1,230507383,12211.18
118,22-Jun-2018,10742.7,10837.0,10710.45,10821.85,236898415,13520.01
119,25-Jun-2018,10822.9,10831.05,10753.05,10762.45,236693278,12012.41
120,26-Jun-2018,10742.7,10805.25,10732.55,10769.15,226846382,12113.53
121,27-Jun-2018,10785.5,10785.5,10652.4,10671.4,253620792,13837.03
122,28-Jun-2018,10660.8,10674.2,10557.7,10589.1,363157327,20187.98
123,29-Jun-2018,10612.85,10723.05,10612.35,10714.3,250327878,14440.17
124,02-Jul-2018,10732.35,10736.15,10604.65,10657.3,304536687,13591.3
125,03-Jul-2018,10668.6,10713.3,10630.25,10699.9,208371545,10896.89
126,04-Jul-2018,10715.0,10777.15,10677.75,10769.9,179268271,10388.69
127,05-Jul-2018,10786.05,10786.05,10726.25,10749.75,227267176,13676.58
128,06-Jul-2018,10744.15,10816.35,10735.05,10772.65,256547706,14006.48
129,09-Jul-2018,10838.3,10860.35,10807.15,10852.9,189331016,10843.92
130,10-Jul-2018,10902.75,10956.9,10876.65,10947.25,203061980,12834.85
131,11-Jul-2018,10956.4,10976.65,10923.0,10948.3,229211999,15944.45
132,12-Jul-2018,11006.95,11078.3,10999.65,11023.2,256034815,15787.28
133,13-Jul-2018,11056.9,11071.35,10999.75,11018.9,241670818,14744.56
134,16-Jul-2018,11018.95,11019.5,10926.25,10936.85,216971413,13709.57
135,17-Jul-2018,10939.65,11018.5,10925.6,11008.05,217107580,12649.4
136,18-Jul-2018,11060.2,11076.2,10956.3,10980.45,232502459,13320.2
137,19-Jul-2018,10999.5,11006.5,10935.45,10957.1,222056399,12199.98
138,20-Jul-2018,10963.5,11030.25,10946.2,11010.2,193144113,14105.94
139,23-Jul-2018,11019.85,11093.4,11010.95,11084.75,236153085,14932.51
140,24-Jul-2018,11109.0,11143.4,11092.5,11134.3,212247395,13931.15
141,25-Jul-2018,11148.4,11157.15,11113.25,11132.0,212333169,12528.8
142,26-Jul-2018,11132.95,11185.85,11125.7,11167.3,376657398,21595.33
143,27-Jul-2018,11232.75,11283.4,11210.25,11278.35,324343457,15203.09
144,30-Jul-2018,11296.65,11328.1,11261.45,11319.55,287435926,14716.66
145,31-Jul-2018,11311.05,11366.0,11267.75,11356.5,264430889,15297.4
146,01-Aug-2018,11359.8,11390.55,11313.55,11346.2,278012697,14436.12
147,02-Aug-2018,11328.9,11328.9,11234.95,11244.7,216533127,12267.66
148,03-Aug-2018,11297.8,11368.0,11294.55,11360.8,225146360,12984.66
149,06-Aug-2018,11401.5,11427.65,11370.6,11387.1,210002582,11321.55
150,07-Aug-2018,11423.15,11428.95,11359.7,11389.45,233409612,12457.71
151,08-Aug-2018,11412.5,11459.95,11379.3,11450.0,217047641,12422.62
152,09-Aug-2018,11493.25,11495.2,11454.1,11470.7,311521403,15842.76
153,10-Aug-2018,11474.95,11478.75,11419.65,11429.5,336424182,15738.26
154,13-Aug-2018,11369.6,11406.3,11340.3,11355.75,254466760,12899.22
155,14-Aug-2018,11381.7,11452.45,11370.8,11435.1,239841680,13935.35
156,16-Aug-2018,11397.15,11449.85,11366.25,11385.05,299610298,17081.62
157,17-Aug-2018,11437.15,11486.45,11431.8,11470.75,241985503,13275.31
158,20-Aug-2018,11502.1,11565.3,11499.65,11551.75,239843358,14119.93
159,21-Aug-2018,11576.2,11581.75,11539.6,11570.9,231063669,13528.83
160,23-Aug-2018,11620.7,11620.7,11546.7,11582.75,256163842,16117.77
161,24-Aug-2018,11566.6,11604.6,11532.0,11557.1,225604574,13019.55
162,27-Aug-2018,11605.85,11700.95,11595.6,11691.95,205689327,11707.5
163,28-Aug-2018,11731.95,11760.2,11710.5,11738.5,249420312,13946.7
164,29-Aug-2018,11744.95,11753.2,11678.85,11691.9,259351550,14324.65
165,30-Aug-2018,11694.75,11698.8,11639.7,11676.8,323450305,18275.54
166,31-Aug-2018,11675.85,11727.65,11640.1,11680.5,357230312,20755.73
167,03-Sep-2018,11751.8,11751.8,11567.4,11582.35,241726864,16139.58
168,04-Sep-2018,11598.75,11602.55,11496.85,11520.3,262701030,16254.78
169,05-Sep-2018,11514.85,11542.65,11393.85,11476.95,253689858,15078.23
170,06-Sep-2018,11514.15,11562.25,11436.05,11536.9,255558129,15161.0
171,07-Sep-2018,11558.25,11603.0,11484.4,11589.1,305029077,16441.02
172,10-Sep-2018,11570.25,11573.0,11427.3,11438.1,295597988,16513.89
173,11-Sep-2018,11476.85,11479.4,11274.0,11287.5,318093125,18745.54
174,12-Sep-2018,11340.1,11380.75,11250.2,11369.9,276509748,15567.9
175,14-Sep-2018,11443.5,11523.25,11430.55,11515.2,285218296,16423.36
176,17-Sep-2018,11464.95,11464.95,11366.9,11377.75,207620518,11294.84
177,18-Sep-2018,11381.55,11411.45,11268.95,11278.9,248298794,13814.11
178,19-Sep-2018,11326.65,11332.05,11210.9,11234.35,258424384,15116.69
179,21-Sep-2018,11271.3,11346.8,10866.45,11143.1,741153209,35131.19
180,24-Sep-2018,11164.4,11170.15,10943.6,10967.4,398815949,23023.34
181,25-Sep-2018,10969.95,11080.6,10882.85,11067.45,417548830,22878.57
182,26-Sep-2018,11145.55,11145.55,10993.05,11053.8,351041146,17803.68
183,27-Sep-2018,11079.8,11089.45,10953.35,10977.55,418210067,22582.86
184,28-Sep-2018,11008.1,11034.1,10850.3,10930.45,492894147,23227.86
185,01-Oct-2018,10930.9,11035.65,10821.55,11008.3,398987274,20391.72
186,03-Oct-2018,10982.7,10989.05,10843.75,10858.25,398756507,21225.59
187,04-Oct-2018,10754.7,10754.7,10547.25,10599.25,438202008,23711.57
188,05-Oct-2018,10514.1,10540.65,10261.9,10316.45,625153832,25254.21
189,08-Oct-2018,10310.15,10398.35,10198.4,10348.05,470279031,22130.94
190,09-Oct-2018,10390.3,10397.6,10279.35,10301.05,443795275,18285.41
191,10-Oct-2018,10331.85,10482.35,10318.25,10460.1,373844130,19592.59
192,11-Oct-2018,10169.8,10335.95,10138.6,10234.65,498509417,21907.13
193,12-Oct-2018,10331.55,10492.45,10322.15,10472.5,354056762,18606.04
194,15-Oct-2018,10524.2,10526.3,10410.15,10512.5,267517728,14372.15
195,16-Oct-2018,10550.15,10604.9,10525.3,10584.75,273444095,15453.03
196,17-Oct-2018,10688.7,10710.15,10436.45,10453.05,293586908,17173.14
197,19-Oct-2018,10339.7,10380.1,10249.6,10303.55,368552204,20505.66
198,22-Oct-2018,10405.85,10408.55,10224.0,10245.25,306472776,17241.94
199,23-Oct-2018,10152.6,10222.1,10102.35,10146.8,312042090,18114.71
200,24-Oct-2018,10278.15,10290.65,10126.7,10224.75,362272428,19413.24
201,25-Oct-2018,10135.05,10166.6,10079.3,10124.9,522421914,23503.76
202,26-Oct-2018,10122.35,10128.85,10004.55,10030.0,375563273,16120.14
203,29-Oct-2018,10078.1,10275.3,10020.35,10250.85,375749433,17514.85
204,30-Oct-2018,10239.4,10285.1,10175.35,10198.4,298753965,14789.51
205,31-Oct-2018,10209.55,10396.0,10105.1,10386.6,386618948,21513.85
206,01-Nov-2018,10441.7,10441.9,10341.9,10380.45,359340403,18111.88
207,02-Nov-2018,10462.3,10606.95,10457.7,10553.0,434175607,21758.8
208,05-Nov-2018,10558.75,10558.8,10477.0,10524.0,311176379,14761.17
209,06-Nov-2018,10552.0,10600.25,10491.45,10530.0,309878810,14006.19
210,07-Nov-2018,10614.45,10616.45,10582.3,10598.4,32194181,1534.08
211,09-Nov-2018,10614.7,10619.55,10544.85,10585.2,305817331,15294.83
212,12-Nov-2018,10607.8,10645.5,10464.05,10482.2,267710127,13445.33
213,13-Nov-2018,10451.9,10596.25,10440.55,10582.5,262541595,13078.98
214,14-Nov-2018,10634.9,10651.6,10532.7,10576.3,396373781,19374.89
215,15-Nov-2018,10580.6,10646.5,10557.5,10616.7,306011926,14937.67
216,16-Nov-2018,10644.0,10695.15,10631.15,10682.2,353384918,16728.88
217,19-Nov-2018,10731.25,10774.7,10688.8,10763.4,280522364,13540.9
218,20-Nov-2018,10740.1,10740.85,10640.85,10656.2,304322623,13077.24
219,21-Nov-2018,10670.95,10671.3,10562.35,10600.05,310191008,15382.32
220,22-Nov-2018,10612.65,10646.25,10512.0,10526.75,246926671,12254.36
221,26-Nov-2018,10568.3,10637.8,10489.75,10628.6,332863041,15927.25
222,27-Nov-2018,10621.45,10695.15,10596.35,10685.6,382834178,17296.28
223,28-Nov-2018,10708.75,10757.8,10699.85,10728.85,437627174,17737.28
224,29-Nov-2018,10808.7,10883.05,10782.35,10858.7,712650890,26283.43
225,30-Nov-2018,10892.1,10922.45,10835.1,10876.75,467857329,19964.33
226,03-Dec-2018,10930.7,10941.2,10845.35,10883.75,422358631,18484.91
227,04-Dec-2018,10877.1,10890.95,10833.35,10869.5,332137359,15857.16
228,05-Dec-2018,10820.45,10821.05,10747.95,10782.9,322019985,15176.26
229,06-Dec-2018,10718.15,10722.65,10588.25,10601.15,328275196,16488.87
230,07-Dec-2018,10644.8,10704.55,10599.35,10693.7,335849636,18597.83
231,10-Dec-2018,10508.7,10558.85,10474.95,10488.45,393097292,16524.36
232,11-Dec-2018,10350.05,10567.15,10333.85,10549.15,438699334,20112.91
233,12-Dec-2018,10591.0,10752.2,10560.8,10737.6,371697496,17447.45
234,13-Dec-2018,10810.75,10838.6,10749.5,10791.55,387810061,17582.8
235,14-Dec-2018,10784.5,10815.75,10752.1,10805.45,350579275,14486.1
236,17-Dec-2018,10853.2,10900.35,10844.85,10888.35,306145514,12528.59
237,18-Dec-2018,10850.9,10915.4,10819.1,10908.7,294942271,13556.45
238,19-Dec-2018,10930.55,10985.15,10928.0,10967.3,321801803,17172.64
239,20-Dec-2018,10885.2,10962.55,10880.05,10951.7,328802751,14945.94
240,21-Dec-2018,10944.25,10963.65,10738.65,10754.0,389235107,18663.85
241,24-Dec-2018,10780.9,10782.3,10649.25,10663.5,230291344,10695.6
242,26-Dec-2018,10635.45,10747.5,10534.55,10729.85,271942701,12831.99
243,27-Dec-2018,10817.9,10834.2,10764.45,10779.8,470160392,19119.88
244,28-Dec-2018,10820.95,10893.6,10817.15,10859.9,253086507,12615.01
245,31-Dec-2018,10913.2,10923.55,10853.2,10862.55,186494657,10176.13
0,01-Jan-2019,10881.7,10923.6,10807.1,10910.1,159404542,8688.26
1,02-Jan-2019,10868.85,10895.35,10735.05,10792.5,309665939,15352.25
2,03-Jan-2019,10796.8,10814.05,10661.25,10672.25,286241745,15030.45
3,04-Jan-2019,10699.7,10741.05,10628.65,10727.35,296596655,14516.74
4,07-Jan-2019,10804.85,10835.95,10750.15,10771.8,269371080,12731.29
5,08-Jan-2019,10786.25,10818.45,10733.25,10802.15,277697672,13433.48
6,09-Jan-2019,10862.4,10870.4,10749.4,10855.15,333010535,16213.3
7,10-Jan-2019,10859.35,10859.35,10801.8,10821.6,254365477,12031.26
8,11-Jan-2019,10834.75,10850.15,10739.4,10794.95,260792200,13084.6
9,14-Jan-2019,10807.0,10808.0,10692.35,10737.6,298774178,12732.57
10,15-Jan-2019,10777.55,10896.95,10777.55,10886.8,310737078,14879.91
11,16-Jan-2019,10899.65,10928.15,10876.9,10890.3,276539042,13081.63
12,17-Jan-2019,10920.85,10930.65,10844.65,10905.2,271676319,13215.83
13,18-Jan-2019,10914.85,10928.2,10852.2,10906.95,323814108,16408.83
14,21-Jan-2019,10919.35,10987.45,10885.75,10961.85,288829125,17289.7
15,22-Jan-2019,10949.8,10949.8,10864.15,10922.75,300768112,17483.62
16,23-Jan-2019,10931.05,10944.8,10811.95,10831.5,298876314,14736.91
17,24-Jan-2019,10844.05,10866.6,10798.65,10849.8,361082096,15298.48
18,25-Jan-2019,10859.75,10931.7,10756.45,10780.55,463444758,20542.36
19,28-Jan-2019,10792.45,10804.45,10630.95,10661.55,419682627,21144.33
20,29-Jan-2019,10653.7,10690.35,10583.65,10652.2,356908994,18832.06
21,30-Jan-2019,10702.25,10710.2,10612.85,10651.8,410107910,21214.81
22,31-Jan-2019,10690.55,10838.05,10678.55,10830.95,604818027,27471.18
23,01-Feb-2019,10851.35,10983.45,10813.45,10893.65,482272661,23112.37
24,04-Feb-2019,10876.75,10927.9,10814.15,10912.25,318300039,15478.81
25,05-Feb-2019,10908.65,10956.7,10886.7,10934.35,268095127,13435.13
26,06-Feb-2019,10965.1,11072.6,10962.7,11062.45,298510497,15172.85
27,07-Feb-2019,11070.45,11118.1,11043.6,11069.4,263544426,13542.69
28,08-Feb-2019,11023.5,11041.2,10925.45,10943.6,352787419,15507.05
29,11-Feb-2019,10930.9,10930.9,10857.1,10888.8,285985383,13818.92
30,12-Feb-2019,10879.7,10910.9,10823.8,10831.4,292314643,14424.78
31,13-Feb-2019,10870.55,10891.65,10772.1,10793.65,321958549,15360.98
32,14-Feb-2019,10786.1,10792.7,10718.75,10746.05,627041405,20797.41
33,15-Feb-2019,10780.25,10785.75,10620.4,10724.4,521876968,20733.95
34,18-Feb-2019,10738.65,10759.9,10628.4,10640.95,345440240,14903.19
35,19-Feb-2019,10636.7,10722.85,10585.65,10604.35,291507060,13765.01
36,20-Feb-2019,10655.45,10752.7,10646.4,10735.45,289195306,13209.71
37,21-Feb-2019,10744.1,10808.85,10721.5,10789.85,279584955,14758.5
38,22-Feb-2019,10782.7,10801.55,10758.4,10791.65,396846597,24386.42
39,25-Feb-2019,10813.25,10887.1,10788.05,10880.1,385905142,16466.09
40,26-Feb-2019,10775.3,10888.75,10729.3,10835.3,414954476,19186.75
41,27-Feb-2019,10881.2,10939.7,10751.2,10806.65,381080073,18313.85
42,28-Feb-2019,10865.7,10865.7,10784.85,10792.5,644159018,27123.34
43,01-Mar-2019,10842.65,10877.9,10823.1,10863.5,308526309,15010.06
44,05-Mar-2019,10864.85,10994.9,10817.0,10987.45,373220239,17960.03
45,06-Mar-2019,11024.85,11062.3,10998.85,11053.0,372550850,17850.93
46,07-Mar-2019,11077.95,11089.05,11027.1,11058.2,321208766,15321.68
47,08-Mar-2019,11038.85,11049.0,11008.95,11035.4,326569833,14369.77
48,11-Mar-2019,11068.75,11180.9,11059.85,11168.05,352242287,17349.95
49,12-Mar-2019,11231.35,11320.4,11227.0,11301.2,391310519,20861.35
50,13-Mar-2019,11326.2,11352.3,11276.6,11341.7,382996187,20851.67
51,14-Mar-2019,11382.5,11383.45,11313.75,11343.25,294480678,15661.05
52,15-Mar-2019,11376.85,11487.0,11370.8,11426.85,463704896,25143.26
53,18-Mar-2019,11473.85,11530.15,11412.5,11462.2,320250041,16942.22
54,19-Mar-2019,11500.3,11543.85,11451.25,11532.4,326099667,16179.92
55,20-Mar-2019,11553.35,11556.1,11503.1,11521.05,366298049,18311.44
56,22-Mar-2019,11549.2,11572.8,11434.55,11456.9,386193935,19755.74
57,25-Mar-2019,11395.65,11395.65,11311.6,11354.25,294459196,14101.14
58,26-Mar-2019,11375.2,11496.75,11352.45,11483.25,282575496,14611.68
59,27-Mar-2019,11531.45,11546.2,11413.0,11445.05,350446089,18356.52
60,28-Mar-2019,11463.65,11588.5,11452.45,11570.0,527678809,25719.65
61,29-Mar-2019,11625.45,11630.35,11570.15,11623.9,416276981,20515.25
62,01-Apr-2019,11665.2,11738.1,11644.75,11669.15,379572660,18977.99
63,02-Apr-2019,11711.55,11729.35,11655.85,11713.2,386131413,18673.7
64,03-Apr-2019,11735.3,11761.0,11629.15,11643.95,365760070,19050.95
65,04-Apr-2019,11660.2,11662.55,11559.2,11598.0,349029830,19713.01
66,05-Apr-2019,11638.4,11689.65,11609.5,11665.95,266665797,15000.35
67,08-Apr-2019,11704.35,11710.3,11549.1,11604.5,260932608,14203.96
68,09-Apr-2019,11612.05,11683.9,11569.7,11671.95,300467538,15984.39
69,10-Apr-2019,11646.85,11680.05,11571.75,11584.3,359941110,22258.46
70,11-Apr-2019,11592.55,11606.7,11550.55,11596.7,279775726,14332.2
71,12-Apr-2019,11612.85,11657.35,11578.8,11643.45,246006184,13598.61
72,15-Apr-2019,11667.0,11704.6,11648.25,11690.35,289996075,15635.79
73,16-Apr-2019,11736.2,11810.95,11731.55,11787.15,354315040,17585.48
74,18-Apr-2019,11856.15,11856.15,11738.5,11752.8,339653709,18271.27
75,22-Apr-2019,11727.05,11727.05,11583.95,11594.45,260356055,13754.12
76,23-Apr-2019,11612.95,11645.95,11564.8,11575.95,272544486,14500.53
77,24-Apr-2019,11601.5,11740.85,11578.85,11726.15,335196513,17046.66
78,25-Apr-2019,11735.7,11796.75,11624.3,11641.8,604360395,28254.3
79,26-Apr-2019,11683.75,11762.9,11661.75,11754.65,333483764,18098.83
80,30-Apr-2019,11748.75,11756.25,11655.9,11748.15,532630874,23324.98
81,02-May-2019,11725.55,11789.3,11699.55,11724.75,380278045,17790.06
82,03-May-2019,11722.6,11770.9,11699.35,11712.25,305519934,15156.32
83,06-May-2019,11605.8,11632.55,11571.35,11598.25,299046480,14703.42
84,07-May-2019,11651.5,11657.05,11484.45,11497.9,337495624,16632.84
85,08-May-2019,11478.7,11479.1,11346.95,11359.45,372826025,17440.01
86,09-May-2019,11322.4,11357.6,11255.05,11301.8,373028059,17602.86
87,10-May-2019,11314.15,11345.8,11251.05,11278.9,387323416,18085.19
88,13-May-2019,11258.7,11300.2,11125.6,11148.2,357586433,16722.91
89,14-May-2019,11151.65,11294.75,11108.3,11222.05,398122725,19906.38
90,15-May-2019,11271.7,11286.8,11136.95,11157.0,414174258,17931.75
91,16-May-2019,11180.35,11281.55,11143.35,11257.1,350734572,15629.57
92,17-May-2019,11261.9,11426.15,11259.85,11407.15,412109200,20177.63
93,20-May-2019,11651.9,11845.2,11591.7,11828.25,452096261,25223.78
94,21-May-2019,11863.65,11883.55,11682.8,11709.1,381038129,20324.67
95,22-May-2019,11727.95,11784.8,11682.4,11737.9,355870667,19582.41
96,23-May-2019,11901.3,12041.15,11614.5,11657.05,569030654,31180.08
97,24-May-2019,11748.0,11859.0,11658.1,11844.1,374637415,20028.49
98,27-May-2019,11855.5,11957.15,11812.4,11924.75,348356214,17735.36
99,28-May-2019,11958.35,11958.55,11864.9,11928.75,598308334,28833.54
100,29-May-2019,11905.8,11931.9,11836.8,11861.1,318068673,15985.92
101,30-May-2019,11865.3,11968.55,11859.4,11945.9,421199867,20261.85
102,31-May-2019,11999.8,12039.25,11829.45,11922.8,438879129,22789.0
103,03-Jun-2019,11953.75,12103.05,11920.1,12088.55,315296955,17451.36
104,04-Jun-2019,12052.65,12095.2,12005.85,12021.65,289221904,15308.28
105,06-Jun-2019,12039.8,12039.8,11830.25,11843.75,415206942,21144.77
106,07-Jun-2019,11865.2,11897.5,11769.5,11870.65,302455910,14939.4
107,10-Jun-2019,11934.9,11975.05,11871.75,11922.7,303329445,13125.41
108,11-Jun-2019,11959.85,12000.35,11904.35,11965.6,332181958,15392.28
109,12-Jun-2019,11962.45,11962.45,11866.35,11906.2,283718253,14120.17
110,13-Jun-2019,11873.9,11931.35,11817.05,11914.05,447901993,18680.91
111,14-Jun-2019,11910.1,11911.85,11797.7,11823.3,390294634,16226.57
112,17-Jun-2019,11844.0,11844.05,11657.75,11672.15,295528399,13851.67
113,18-Jun-2019,11677.05,11727.2,11641.15,11691.5,365525622,16120.69
114,19-Jun-2019,11744.45,11802.5,11625.1,11691.45,446933027,18722.71
115,20-Jun-2019,11653.65,11843.5,11635.05,11831.75,442016954,18839.11
116,21-Jun-2019,11827.6,11827.95,11705.1,11724.1,468430388,23346.13
